Id,nNodes,nCustomers,nVehicles,testType,customers,vehicles
106,51,15,9,Exact,615869319874803,17597555279985
106,51,15,9,0.10,615869319874803,17597555279985
106,51,15,9,0.40,615869319874803,17597555279985
106,51,15,9,0.80,615869319874803,17597555279985
107,51,15,9,Exact,299497282604354,281904559685634
107,51,15,9,0.10,299497282604354,281904559685634
107,51,15,9,0.40,299497282604354,281904559685634
107,51,15,9,0.80,299497282604354,281904559685634
108,51,15,9,Exact,3996666692,102239044
108,51,15,9,0.10,3996666692,102239044
108,51,15,9,0.40,3996666692,102239044
108,51,15,9,0.80,3996666692,102239044
109,51,15,9,Exact,17729676842480,50663792
109,51,15,9,0.10,17729676842480,50663792
109,51,15,9,0.40,17729676842480,50663792
109,51,15,9,0.80,17729676842480,50663792
110,51,15,9,Exact,287562024382492,5498632953884
110,51,15,9,0.10,287562024382492,5498632953884
110,51,15,9,0.40,287562024382492,5498632953884
110,51,15,9,0.80,287562024382492,5498632953884
111,51,20,9,Exact,1751522082404445,581641668431952
111,51,20,9,0.10,1751522082404445,581641668431952
111,51,20,9,0.40,1751522082404445,581641668431952
111,51,20,9,0.80,1751522082404445,581641668431952
112,51,20,9,Exact,53086329155816,35184708300992
112,51,20,9,0.10,53086329155816,35184708300992
112,51,20,9,0.40,53086329155816,35184708300992
112,51,20,9,0.80,53086329155816,35184708300992
113,51,20,9,Exact,9016787120881,8809552581120
113,51,20,9,0.10,9016787120881,8809552581120
113,51,20,9,0.40,9016787120881,8809552581120
113,51,20,9,0.80,9016787120881,8809552581120
114,51,20,9,Exact,600947407847817,600336309944584
114,51,20,9,0.10,600947407847817,600336309944584
114,51,20,9,0.40,600947407847817,600336309944584
114,51,20,9,0.80,600947407847817,600336309944584
115,51,20,9,Exact,2147612508853520,705001710158096
115,51,20,9,0.10,2147612508853520,705001710158096
115,51,20,9,0.40,2147612508853520,705001710158096
115,51,20,9,0.80,2147612508853520,705001710158096
116,51,20,9,Exact,1011868878934610,712758429650946
116,51,20,9,0.10,1011868878934610,712758429650946
116,51,20,9,0.40,1011868878934610,712758429650946
116,51,20,9,0.80,1011868878934610,712758429650946
117,51,20,9,Exact,16905427059466,4810374382344
117,51,20,9,0.10,16905427059466,4810374382344
117,51,20,9,0.40,16905427059466,4810374382344
117,51,20,9,0.80,16905427059466,4810374382344
118,51,20,9,Exact,1286852108488726,277340229648
118,51,20,9,0.10,1286852108488726,277340229648
118,51,20,9,0.40,1286852108488726,277340229648
118,51,20,9,0.80,1286852108488726,277340229648
119,51,20,9,Exact,1165429196522832,2553358385424
119,51,20,9,0.10,1165429196522832,2553358385424
119,51,20,9,0.40,1165429196522832,2553358385424
119,51,20,9,0.80,1165429196522832,2553358385424
120,51,20,9,Exact,7627427711,3330343945
120,51,20,9,0.10,7627427711,3330343945
120,51,20,9,0.40,7627427711,3330343945
120,51,20,9,0.80,7627427711,3330343945
121,51,25,9,Exact,1865769016596003,140737491538979
121,51,25,9,0.10,1865769016596003,140737491538979
121,51,25,9,0.40,1865769016596003,140737491538979
121,51,25,9,0.80,1865769016596003,140737491538979
122,51,25,9,Exact,32780511946231,343668686935
122,51,25,9,0.10,32780511946231,343668686935
122,51,25,9,0.40,32780511946231,343668686935
122,51,25,9,0.80,32780511946231,343668686935
123,51,25,9,Exact,2183164294105659,985716539523584
123,51,25,9,0.10,2183164294105659,985716539523584
123,51,25,9,0.40,2183164294105659,985716539523584
123,51,25,9,0.80,2183164294105659,985716539523584
124,51,25,9,Exact,459439539455262,1103807218954
124,51,25,9,0.10,459439539455262,1103807218954
124,51,25,9,0.40,459439539455262,1103807218954
124,51,25,9,0.80,459439539455262,1103807218954
125,51,25,9,Exact,393703625288563,70378417293410
125,51,25,9,0.10,393703625288563,70378417293410
125,51,25,9,0.40,393703625288563,70378417293410
125,51,25,9,0.80,393703625288563,70378417293410
126,51,25,9,Exact,39521951959412,1764229412
126,51,25,9,0.10,39521951959412,1764229412
126,51,25,9,0.40,39521951959412,1764229412
126,51,25,9,0.80,39521951959412,1764229412
127,51,25,9,Exact,1984093053402503,22011848838
127,51,25,9,0.10,1984093053402503,22011848838
127,51,25,9,0.40,1984093053402503,22011848838
127,51,25,9,0.80,1984093053402503,22011848838
128,51,25,9,Exact,40989464762487,1387278635029
128,51,25,9,0.10,40989464762487,1387278635029
128,51,25,9,0.40,40989464762487,1387278635029
128,51,25,9,0.80,40989464762487,1387278635029
129,51,25,9,Exact,1584429623325785,27921482841
129,51,25,9,0.10,1584429623325785,27921482841
129,51,25,9,0.40,1584429623325785,27921482841
129,51,25,9,0.80,1584429623325785,27921482841
130,51,25,9,Exact,853751671918515,571816932314112
130,51,25,9,0.10,853751671918515,571816932314112
130,51,25,9,0.40,853751671918515,571816932314112
130,51,25,9,0.80,853751671918515,571816932314112
131,51,30,9,Exact,95923171439327,19861002793026
131,51,30,9,0.10,95923171439327,19861002793026
131,51,30,9,0.40,95923171439327,19861002793026
131,51,30,9,0.80,95923171439327,19861002793026
132,51,30,9,Exact,242020794218695,21992417927360
132,51,30,9,0.10,242020794218695,21992417927360
132,51,30,9,0.40,242020794218695,21992417927360
132,51,30,9,0.80,242020794218695,21992417927360
133,51,30,9,Exact,250631519829852,413158940672
133,51,30,9,0.10,250631519829852,413158940672
133,51,30,9,0.40,250631519829852,413158940672
133,51,30,9,0.80,250631519829852,413158940672
134,51,30,9,Exact,59225166422011,275582651648
134,51,30,9,0.10,59225166422011,275582651648
134,51,30,9,0.40,59225166422011,275582651648
134,51,30,9,0.80,59225166422011,275582651648
135,51,30,9,Exact,1820601116350876,581996522766352
135,51,30,9,0.10,1820601116350876,581996522766352
135,51,30,9,0.40,1820601116350876,581996522766352
135,51,30,9,0.80,1820601116350876,581996522766352
136,51,30,9,Exact,100667489180515,9135358051
136,51,30,9,0.10,100667489180515,9135358051
136,51,30,9,0.40,100667489180515,9135358051
136,51,30,9,0.80,100667489180515,9135358051
137,51,30,9,Exact,18962775012315,17734056305408
137,51,30,9,0.10,18962775012315,17734056305408
137,51,30,9,0.40,18962775012315,17734056305408
137,51,30,9,0.80,18962775012315,17734056305408
138,51,30,9,Exact,1763065223892894,94690640396
138,51,30,9,0.10,1763065223892894,94690640396
138,51,30,9,0.40,1763065223892894,94690640396
138,51,30,9,0.80,1763065223892894,94690640396
139,51,30,9,Exact,1870918389070950,175922398411776
139,51,30,9,0.10,1870918389070950,175922398411776
139,51,30,9,0.40,1870918389070950,175922398411776
139,51,30,9,0.80,1870918389070950,175922398411776
140,51,30,9,Exact,82016141299553,2757671127553
140,51,30,9,0.10,82016141299553,2757671127553
140,51,30,9,0.40,82016141299553,2757671127553
140,51,30,9,0.80,82016141299553,2757671127553
141,51,35,9,Exact,138263183015291,34972151832
141,51,35,9,0.10,138263183015291,34972151832
141,51,35,9,0.40,138263183015291,34972151832
141,51,35,9,0.80,138263183015291,34972151832
142,51,35,9,Exact,1855605722348525,23089815493248
142,51,35,9,0.10,1855605722348525,23089815493248
142,51,35,9,0.40,1855605722348525,23089815493248
142,51,35,9,0.80,1855605722348525,23089815493248
143,51,35,9,Exact,1965340104702590,3642199443528
143,51,35,9,0.10,1965340104702590,3642199443528
143,51,35,9,0.40,1965340104702590,3642199443528
143,51,35,9,0.80,1965340104702590,3642199443528
144,51,35,9,Exact,138534153026697,27524834793473
144,51,35,9,0.10,138534153026697,27524834793473
144,51,35,9,0.40,138534153026697,27524834793473
144,51,35,9,0.80,138534153026697,27524834793473
145,51,35,9,Exact,272642362235635,2398371
145,51,35,9,0.10,272642362235635,2398371
145,51,35,9,0.40,272642362235635,2398371
145,51,35,9,0.80,272642362235635,2398371
146,51,35,9,Exact,7550518425463,1613825316
146,51,35,9,0.10,7550518425463,1613825316
146,51,35,9,0.40,7550518425463,1613825316
146,51,35,9,0.80,7550518425463,1613825316
147,51,35,9,Exact,1071405326875834,782852279176208
147,51,35,9,0.10,1071405326875834,782852279176208
147,51,35,9,0.40,1071405326875834,782852279176208
147,51,35,9,0.80,1071405326875834,782852279176208
148,51,35,9,Exact,1542597163856782,1126737966596098
148,51,35,9,0.10,1542597163856782,1126737966596098
148,51,35,9,0.40,1542597163856782,1126737966596098
148,51,35,9,0.80,1542597163856782,1126737966596098
149,51,35,9,Exact,2071183315304126,73230266143232
149,51,35,9,0.10,2071183315304126,73230266143232
149,51,35,9,0.40,2071183315304126,73230266143232
149,51,35,9,0.80,2071183315304126,73230266143232
150,51,35,9,Exact,118437988628349,8869107488261
150,51,35,9,0.10,118437988628349,8869107488261
150,51,35,9,0.40,118437988628349,8869107488261
150,51,35,9,0.80,118437988628349,8869107488261
151,51,40,9,Exact,210968214241022,44003148959872
151,51,40,9,0.10,210968214241022,44003148959872
151,51,40,9,0.40,210968214241022,44003148959872
151,51,40,9,0.80,210968214241022,44003148959872
152,51,40,9,Exact,2181387966086967,38483448075296
152,51,40,9,0.10,2181387966086967,38483448075296
152,51,40,9,0.40,2181387966086967,38483448075296
152,51,40,9,0.80,2181387966086967,38483448075296
153,51,40,9,Exact,1122462705778679,4743795605539
153,51,40,9,0.10,1122462705778679,4743795605539
153,51,40,9,0.40,1122462705778679,4743795605539
153,51,40,9,0.80,1122462705778679,4743795605539
154,51,40,9,Exact,842208706034507,317929164800
154,51,40,9,0.10,842208706034507,317929164800
154,51,40,9,0.40,842208706034507,317929164800
154,51,40,9,0.80,842208706034507,317929164800
155,51,40,9,Exact,1108302951544823,9081171485956
155,51,40,9,0.10,1108302951544823,9081171485956
155,51,40,9,0.40,1108302951544823,9081171485956
155,51,40,9,0.80,1108302951544823,9081171485956
156,51,40,9,Exact,1055255207802851,26459414593921
156,51,40,9,0.10,1055255207802851,26459414593921
156,51,40,9,0.40,1055255207802851,26459414593921
156,51,40,9,0.80,1055255207802851,26459414593921
157,51,40,9,Exact,2107346908610239,44112010
157,51,40,9,0.10,2107346908610239,44112010
157,51,40,9,0.40,2107346908610239,44112010
157,51,40,9,0.80,2107346908610239,44112010
158,51,40,9,Exact,531046802079727,2749857018464
158,51,40,9,0.10,531046802079727,2749857018464
158,51,40,9,0.40,531046802079727,2749857018464
158,51,40,9,0.80,531046802079727,2749857018464
159,51,40,9,Exact,1125736688447227,423038711499776
159,51,40,9,0.10,1125736688447227,423038711499776
159,51,40,9,0.40,1125736688447227,423038711499776
159,51,40,9,0.80,1125736688447227,423038711499776
160,51,40,9,Exact,844144911581182,225502825488
160,51,40,9,0.10,844144911581182,225502825488
160,51,40,9,0.40,844144911581182,225502825488
160,51,40,9,0.80,844144911581182,225502825488
161,51,45,9,Exact,211106232524767,1108873414
161,51,45,9,0.10,211106232524767,1108873414
161,51,45,9,0.40,211106232524767,1108873414
161,51,45,9,0.80,211106232524767,1108873414
162,51,45,9,Exact,2234190374109183,174635089940
162,51,45,9,0.10,2234190374109183,174635089940
162,51,45,9,0.40,2234190374109183,174635089940
162,51,45,9,0.80,2234190374109183,174635089940
163,51,45,9,Exact,1090715467512319,156363655308
163,51,45,9,0.10,1090715467512319,156363655308
163,51,45,9,0.40,1090715467512319,156363655308
163,51,45,9,0.80,1090715467512319,156363655308
164,51,45,9,Exact,2207132153806463,141837136068632
164,51,45,9,0.10,2207132153806463,141837136068632
164,51,45,9,0.40,2207132153806463,141837136068632
164,51,45,9,0.80,2207132153806463,141837136068632
165,51,45,9,Exact,1899953945309171,150238492895360
165,51,45,9,0.10,1899953945309171,150238492895360
165,51,45,9,0.40,1899953945309171,150238492895360
165,51,45,9,0.80,1899953945309171,150238492895360
166,51,45,9,Exact,1125861252098047,1141981199
166,51,45,9,0.10,1125861252098047,1141981199
166,51,45,9,0.40,1125861252098047,1141981199
166,51,45,9,0.80,1125861252098047,1141981199
167,51,45,9,Exact,2250700234878399,174213250
167,51,45,9,0.10,2250700234878399,174213250
167,51,45,9,0.40,2250700234878399,174213250
167,51,45,9,0.80,2250700234878399,174213250
168,51,45,9,Exact,1052781578289151,141837072340240
168,51,45,9,0.10,1052781578289151,141837072340240
168,51,45,9,0.40,1052781578289151,141837072340240
168,51,45,9,0.80,1052781578289151,141837072340240
169,51,45,9,Exact,1054979259367294,18700556322826
169,51,45,9,0.10,1054979259367294,18700556322826
169,51,45,9,0.40,1054979259367294,18700556322826
169,51,45,9,0.80,1054979259367294,18700556322826
170,51,45,9,Exact,2251731093225455,300984337416
170,51,45,9,0.10,2251731093225455,300984337416
170,51,45,9,0.40,2251731093225455,300984337416
170,51,45,9,0.80,2251731093225455,300984337416
171,51,50,9,Exact,1125899906842623,597269414932
171,51,50,9,0.10,1125899906842623,597269414932
171,51,50,9,0.40,1125899906842623,597269414932
171,51,50,9,0.80,1125899906842623,597269414932
172,51,50,9,Exact,2251799679467519,1744033677376
172,51,50,9,0.10,2251799679467519,1744033677376
172,51,50,9,0.40,2251799679467519,1744033677376
172,51,50,9,0.80,2251799679467519,1744033677376
173,51,50,9,Exact,2251250057871359,431032181063688
173,51,50,9,0.10,2251250057871359,431032181063688
173,51,50,9,0.40,2251250057871359,431032181063688
173,51,50,9,0.80,2251250057871359,431032181063688
174,51,50,9,Exact,2251731094208511,1375506300964
174,51,50,9,0.10,2251731094208511,1375506300964
174,51,50,9,0.40,2251731094208511,1375506300964
174,51,50,9,0.80,2251731094208511,1375506300964
175,51,50,9,Exact,2251799813652479,37470377869632
175,51,50,9,0.10,2251799813652479,37470377869632
175,51,50,9,0.40,2251799813652479,37470377869632
175,51,50,9,0.80,2251799813652479,37470377869632
176,51,50,9,Exact,1125899906842623,2416301120
176,51,50,9,0.10,1125899906842623,2416301120
176,51,50,9,0.40,1125899906842623,2416301120
176,51,50,9,0.80,1125899906842623,2416301120
177,51,50,9,Exact,1125899906842623,138813638
177,51,50,9,0.10,1125899906842623,138813638
177,51,50,9,0.40,1125899906842623,138813638
177,51,50,9,0.80,1125899906842623,138813638
178,51,50,9,Exact,2251797666201599,29388869
178,51,50,9,0.10,2251797666201599,29388869
178,51,50,9,0.40,2251797666201599,29388869
178,51,50,9,0.80,2251797666201599,29388869
179,51,50,9,Exact,1688849860263935,141924579147784
179,51,50,9,0.10,1688849860263935,141924579147784
179,51,50,9,0.40,1688849860263935,141924579147784
179,51,50,9,0.80,1688849860263935,141924579147784
180,51,50,9,Exact,2251799813160959,42972742241
180,51,50,9,0.10,2251799813160959,42972742241
180,51,50,9,0.40,2251799813160959,42972742241
180,51,50,9,0.80,2251799813160959,42972742241
1,51,9,9,Exact,52613447829,52613447829
1,51,9,9,0.10,52613447829,52613447829
1,51,9,9,0.40,52613447829,52613447829
1,51,9,9,0.80,52613447829,52613447829
2,51,9,9,Exact,694891483758720,694891483758720
2,51,9,9,0.10,694891483758720,694891483758720
2,51,9,9,0.40,694891483758720,694891483758720
2,51,9,9,0.80,694891483758720,694891483758720
3,51,9,9,Exact,71196607660033,71196607660033
3,51,9,9,0.10,71196607660033,71196607660033
3,51,9,9,0.40,71196607660033,71196607660033
3,51,9,9,0.80,71196607660033,71196607660033
4,51,9,9,Exact,1241348644538377,1241348644538377
4,51,9,9,0.10,1241348644538377,1241348644538377
4,51,9,9,0.40,1241348644538377,1241348644538377
4,51,9,9,0.80,1241348644538377,1241348644538377
5,51,9,9,Exact,22574350231554,22574350231554
5,51,9,9,0.10,22574350231554,22574350231554
5,51,9,9,0.40,22574350231554,22574350231554
5,51,9,9,0.80,22574350231554,22574350231554
6,51,9,9,Exact,671662896,671662896
6,51,9,9,0.10,671662896,671662896
6,51,9,9,0.40,671662896,671662896
6,51,9,9,0.80,671662896,671662896
7,51,9,9,Exact,71524091184128,71524091184128
7,51,9,9,0.10,71524091184128,71524091184128
7,51,9,9,0.40,71524091184128,71524091184128
7,51,9,9,0.80,71524091184128,71524091184128
8,51,9,9,Exact,489626354050,489626354050
8,51,9,9,0.10,489626354050,489626354050
8,51,9,9,0.40,489626354050,489626354050
8,51,9,9,0.80,489626354050,489626354050
9,51,9,9,Exact,420974305568,420974305568
9,51,9,9,0.10,420974305568,420974305568
9,51,9,9,0.40,420974305568,420974305568
9,51,9,9,0.80,420974305568,420974305568
10,51,9,9,Exact,5387854020,5387854020
10,51,9,9,0.10,5387854020,5387854020
10,51,9,9,0.40,5387854020,5387854020
10,51,9,9,0.80,5387854020,5387854020
11,51,9,9,Exact,551694850,551694850
11,51,9,9,0.10,551694850,551694850
11,51,9,9,0.40,551694850,551694850
11,51,9,9,0.80,551694850,551694850
12,51,9,9,Exact,6612582952,6612582952
12,51,9,9,0.10,6612582952,6612582952
12,51,9,9,0.40,6612582952,6612582952
12,51,9,9,0.80,6612582952,6612582952
13,51,9,9,Exact,17592664490624,17592664490624
13,51,9,9,0.10,17592664490624,17592664490624
13,51,9,9,0.40,17592664490624,17592664490624
13,51,9,9,0.80,17592664490624,17592664490624
14,51,9,9,Exact,1688884573904896,1688884573904896
14,51,9,9,0.10,1688884573904896,1688884573904896
14,51,9,9,0.40,1688884573904896,1688884573904896
14,51,9,9,0.80,1688884573904896,1688884573904896
15,51,9,9,Exact,13211387045152,13211387045152
15,51,9,9,0.10,13211387045152,13211387045152
15,51,9,9,0.40,13211387045152,13211387045152
15,51,9,9,0.80,13211387045152,13211387045152
16,51,9,9,Exact,51676298,51676298
16,51,9,9,0.10,51676298,51676298
16,51,9,9,0.40,51676298,51676298
16,51,9,9,0.80,51676298,51676298
17,51,9,9,Exact,6979982608,6979982608
17,51,9,9,0.10,6979982608,6979982608
17,51,9,9,0.40,6979982608,6979982608
17,51,9,9,0.80,6979982608,6979982608
18,51,9,9,Exact,248559957966853,248559957966853
18,51,9,9,0.10,248559957966853,248559957966853
18,51,9,9,0.40,248559957966853,248559957966853
18,51,9,9,0.80,248559957966853,248559957966853
19,51,9,9,Exact,1199159197581320,1199159197581320
19,51,9,9,0.10,1199159197581320,1199159197581320
19,51,9,9,0.40,1199159197581320,1199159197581320
19,51,9,9,0.80,1199159197581320,1199159197581320
20,51,9,9,Exact,130171912,130171912
20,51,9,9,0.10,130171912,130171912
20,51,9,9,0.40,130171912,130171912
20,51,9,9,0.80,130171912,130171912
21,51,9,9,Exact,139859640416,139859640416
21,51,9,9,0.10,139859640416,139859640416
21,51,9,9,0.40,139859640416,139859640416
21,51,9,9,0.80,139859640416,139859640416
22,51,9,9,Exact,70645233244164,70645233244164
22,51,9,9,0.10,70645233244164,70645233244164
22,51,9,9,0.40,70645233244164,70645233244164
22,51,9,9,0.80,70645233244164,70645233244164
23,51,9,9,Exact,4813834,4813834
23,51,9,9,0.10,4813834,4813834
23,51,9,9,0.40,4813834,4813834
23,51,9,9,0.80,4813834,4813834
24,51,9,9,Exact,26977230667792,26977230667792
24,51,9,9,0.10,26977230667792,26977230667792
24,51,9,9,0.40,26977230667792,26977230667792
24,51,9,9,0.80,26977230667792,26977230667792
25,51,9,9,Exact,17691112902784,17691112902784
25,51,9,9,0.10,17691112902784,17691112902784
25,51,9,9,0.40,17691112902784,17691112902784
25,51,9,9,0.80,17691112902784,17691112902784
26,51,9,9,Exact,141289400387585,141289400387585
26,51,9,9,0.10,141289400387585,141289400387585
26,51,9,9,0.40,141289400387585,141289400387585
26,51,9,9,0.80,141289400387585,141289400387585
27,51,9,9,Exact,150362261632,150362261632
27,51,9,9,0.10,150362261632,150362261632
27,51,9,9,0.40,150362261632,150362261632
27,51,9,9,0.80,150362261632,150362261632
28,51,9,9,Exact,35206117983392,35206117983392
28,51,9,9,0.10,35206117983392,35206117983392
28,51,9,9,0.40,35206117983392,35206117983392
28,51,9,9,0.80,35206117983392,35206117983392
29,51,9,9,Exact,167402390159520,167402390159520
29,51,9,9,0.10,167402390159520,167402390159520
29,51,9,9,0.40,167402390159520,167402390159520
29,51,9,9,0.80,167402390159520,167402390159520
30,51,9,9,Exact,2473927901825,2473927901825
30,51,9,9,0.10,2473927901825,2473927901825
30,51,9,9,0.40,2473927901825,2473927901825
30,51,9,9,0.80,2473927901825,2473927901825
31,51,10,9,Exact,54686738,21132306
31,51,10,9,0.10,54686738,21132306
31,51,10,9,0.40,54686738,21132306
31,51,10,9,0.80,54686738,21132306
32,51,10,9,Exact,142992513974305,142992480419873
32,51,10,9,0.10,142992513974305,142992480419873
32,51,10,9,0.40,142992513974305,142992480419873
32,51,10,9,0.80,142992513974305,142992480419873
33,51,10,9,Exact,9346525174400,9346525170304
33,51,10,9,0.10,9346525174400,9346525170304
33,51,10,9,0.40,9346525174400,9346525170304
33,51,10,9,0.80,9346525174400,9346525170304
34,51,10,9,Exact,140742534250512,140738239283216
34,51,10,9,0.10,140742534250512,140738239283216
34,51,10,9,0.40,140742534250512,140738239283216
34,51,10,9,0.80,140742534250512,140738239283216
35,51,10,9,Exact,42988675232,42988609696
35,51,10,9,0.10,42988675232,42988609696
35,51,10,9,0.40,42988675232,42988609696
35,51,10,9,0.80,42988675232,42988609696
36,51,10,9,Exact,74788341579908,4419597402244
36,51,10,9,0.10,74788341579908,4419597402244
36,51,10,9,0.40,74788341579908,4419597402244
36,51,10,9,0.80,74788341579908,4419597402244
37,51,10,9,Exact,351983877772800,351983877772288
37,51,10,9,0.10,351983877772800,351983877772288
37,51,10,9,0.40,351983877772800,351983877772288
37,51,10,9,0.80,351983877772800,351983877772288
38,51,10,9,Exact,695785116678,146029302790
38,51,10,9,0.10,695785116678,146029302790
38,51,10,9,0.40,695785116678,146029302790
38,51,10,9,0.80,695785116678,146029302790
39,51,10,9,Exact,302374488934528,302374488901760
39,51,10,9,0.10,302374488934528,302374488901760
39,51,10,9,0.40,302374488934528,302374488901760
39,51,10,9,0.80,302374488934528,302374488901760
40,51,10,9,Exact,149572508764192,149568213796896
40,51,10,9,0.10,149572508764192,149568213796896
40,51,10,9,0.40,149572508764192,149568213796896
40,51,10,9,0.80,149572508764192,149568213796896
41,51,10,9,Exact,1763779868622976,1763771278688384
41,51,10,9,0.10,1763779868622976,1763771278688384
41,51,10,9,0.40,1763779868622976,1763771278688384
41,51,10,9,0.80,1763779868622976,1763771278688384
42,51,10,9,Exact,573219845,36348933
42,51,10,9,0.10,573219845,36348933
42,51,10,9,0.40,573219845,36348933
42,51,10,9,0.80,573219845,36348933
43,51,10,9,Exact,1512952610856,1511878869032
43,51,10,9,0.10,1512952610856,1511878869032
43,51,10,9,0.40,1512952610856,1511878869032
43,51,10,9,0.80,1512952610856,1511878869032
44,51,10,9,Exact,1152288790478988,1152288790478860
44,51,10,9,0.10,1152288790478988,1152288790478860
44,51,10,9,0.40,1152288790478988,1152288790478860
44,51,10,9,0.80,1152288790478988,1152288790478860
45,51,10,9,Exact,17660914992173,68728947757
45,51,10,9,0.10,17660914992173,68728947757
45,51,10,9,0.40,17660914992173,68728947757
45,51,10,9,0.80,17660914992173,68728947757
46,51,10,9,Exact,642184617482240,79234664060928
46,51,10,9,0.10,642184617482240,79234664060928
46,51,10,9,0.40,642184617482240,79234664060928
46,51,10,9,0.80,642184617482240,79234664060928
47,51,10,9,Exact,4706689281,411721985
47,51,10,9,0.10,4706689281,411721985
47,51,10,9,0.40,4706689281,411721985
47,51,10,9,0.80,4706689281,411721985
48,51,10,9,Exact,286150193348768,286150193348736
48,51,10,9,0.10,286150193348768,286150193348736
48,51,10,9,0.40,286150193348768,286150193348736
48,51,10,9,0.80,286150193348768,286150193348736
